#COPIER ID MEAN MIN MAX
C821 821 632.20 622.33 642.59
C822 822 630.64 620.47 642.37
C823 823 632.25 621.90 643.30
C824 824 631.04 621.91 643.19
C825 825 631.81 621.61 643.41
C826 826 630.99 620.21 641.38
C827 827 631.43 619.35 643.38
C828 828 630.83 619.20 643.33
C829 829 630.19 620.42 638.63
C830 830 631.25 619.54 643.43
C831 831 631.11 621.83 641.72
C832 832 630.68 620.17 641.92
C833 833 630.71 619.75 641.96
C834 834 631.12 620.52 642.63
C835 835 630.87 621.90 642.08
C836 836 631.67 621.44 642.03
C837 837 631.91 622.41 641.94
C838 838 629.95 620.55 638.29
C839 839 631.54 622.27 642.42
C840 840 631.23 621.53 641.46
C841 841 631.55 621.33 643.14
C842 842 632.09 621.60 643.32
C843 843 631.99 621.11 643.64
C844 844 631.28 621.00 643.12
C845 845 631.49 622.06 643.56
C846 846 632.08 621.84 642.44
C847 847 631.55 621.89 643.07
C848 848 631.23 621.20 641.16
C849 849 631.93 622.01 642.25
C850 850 630.64 618.89 641.44
C851 851 631.72 620.40 643.32
C852 852 631.87 621.70 643.08
C853 853 630.98 622.37 643.43
C854 854 630.68 618.52 642.15
C855 855 631.54 619.54 643.33
C856 856 631.52 622.40 642.24
C857 857 631.59 620.69 642.10
C858 858 631.68 621.92 642.03
C859 859 631.86 621.59 642.60
C860 860 631.51 622.40 641.44
C861 861 632.35 621.80 643.39
C862 862 632.12 622.41 642.29
C863 863 631.00 619.27 643.56
C864 864 631.85 620.68 643.18
C865 865 631.92 621.63 643.58
C866 866 631.17 621.29 643.29
C867 867 631.68 620.36 643.17
C868 868 632.01 621.52 643.60
C869 869 631.63 622.40 640.85
C870 870 631.06 621.96 640.47
C871 871 631.29 619.36 642.64
C872 872 632.29 622.34 642.68
C873 873 631.58 622.22 642.90
C874 874 630.44 620.18 641.71
C875 875 631.41 621.93 642.15
C876 876 631.29 620.43 641.91
C877 877 631.34 620.20 643.12
C878 878 631.76 621.26 642.22
C879 879 631.33 622.40 641.70
C880 880 630.84 620.49 643.14
C881 881 630.89 620.48 642.02
C882 882 631.12 620.55 641.30
C883 883 630.18 620.11 638.46
C884 884 630.86 621.99 641.21
C885 885 630.34 621.18 641.32
C886 886 632.25 621.88 643.52
C887 887 631.90 620.86 643.30
C888 888 631.93 622.36 643.40
C889 889 630.88 622.36 642.41
C890 890 630.64 620.14 640.31
C891 891 631.06 621.08 642.61
C892 892 631.55 622.21 643.27
C893 893 630.15 621.35 639.88
C894 894 631.66 622.34 643.29
C895 895 630.54 620.22 643.33
C896 896 631.58 621.58 643.25
C897 897 631.09 618.47 643.28
C898 898 627.88 617.73 638.63
C899 899 632.06 621.99 643.37
C900 900 632.11 621.27 643.51
C901 901 630.35 620.40 641.33
C902 902 631.77 621.55 643.36
C903 903 630.99 619.02 642.44
C904 904 630.45 618.33 643.27
C905 905 632.06 622.24 643.19
C906 906 630.91 620.14 642.87
C907 907 632.18 622.18 643.39
C908 908 631.32 620.36 642.13
C909 909 632.07 622.38 642.03
C910 910 632.09 621.53 643.24
C911 911 630.48 618.28 642.48
C912 912 631.34 621.77 641.58
C913 913 630.73 619.91 640.90
C914 914 630.74 619.25 643.26
C915 915 630.34 619.78 643.54
C916 916 631.39 622.28 642.22
C917 917 630.54 619.92 642.64
C918 918 631.51 621.04 643.07
C919 919 631.49 622.23 640.30
C920 920 631.32 622.22 641.66
C921 921 630.87 622.15 643.20
C922 922 630.09 619.34 643.50
C923 923 631.28 622.33 641.99
C924 924 631.12 620.82 641.61
C925 925 632.03 622.17 643.18
C926 926 631.12 621.99 641.14
C927 927 631.54 621.15 641.83
C928 928 631.85 621.18 643.51
C929 929 631.00 620.42 642.91
C930 930 631.09 619.80 643.34
C931 931 630.77 620.42 640.57
C932 932 631.19 621.51 643.17
C933 933 631.90 621.27 643.04
C934 934 632.14 621.94 642.56
C935 935 631.78 619.97 643.52
C936 936 632.35 622.19 642.93
C937 937 630.76 618.92 641.64
C938 938 630.84 620.72 642.27
C939 939 630.97 620.33 643.26
C940 940 632.05 622.33 642.34
C941 941 631.09 620.92 640.71
C942 942 631.73 620.41 643.34
C943 943 631.53 621.77 641.45
C944 944 631.60 622.14 641.20
C945 945 632.04 622.23 643.32
C946 946 631.28 622.00 640.36
C947 947 631.44 621.22 643.29
C948 948 630.30 620.70 641.31
C949 949 631.65 620.42 643.17
C950 950 630.43 618.92 643.50
C951 951 631.16 622.00 641.13
C952 952 631.26 619.28 643.06
C953 953 631.17 622.00 641.65
C954 954 631.82 622.28 641.68
C955 955 629.58 619.11 643.07
C956 956 631.41 619.71 642.57
C957 957 631.17 620.30 643.32
C958 958 632.30 622.16 643.20
C959 959 632.14 622.15 643.22
C960 960 631.64 622.35 641.79
C961 961 631.04 619.88 643.26
C962 962 632.23 622.24 643.03
C963 963 630.84 619.78 641.33
C964 964 631.61 622.28 643.14
C965 965 631.31 621.54 641.66
C966 966 631.48 621.37 641.36
C967 967 631.37 621.54 640.79
C968 968 632.25 622.33 642.96
C969 969 631.50 621.97 643.30
C970 970 631.02 619.14 642.43
C971 971 631.74 621.75 643.35
C972 972 632.42 622.01 643.48
C973 973 631.39 621.66 641.03
C974 974 631.70 620.88 643.48
C975 975 631.43 620.00 643.31
C976 976 632.32 622.23 643.24
C977 977 630.51 618.41 641.81
C978 978 629.16 617.39 642.08
C979 979 631.27 621.83 642.20
C980 980 631.57 621.64 641.61
C981 981 631.15 620.58 643.21
C982 982 631.28 620.61 641.53
C983 983 631.55 621.95 641.34
C984 984 631.13 621.77 643.31
C985 985 631.45 622.28 642.43
C986 986 630.52 621.88 642.45
C987 987 631.90 620.94 643.46
C988 988 631.53 619.52 643.26
C989 989 630.91 620.05 643.16
C990 990 630.38 620.85 638.62
C991 991 631.37 619.91 642.26
C992 992 631.31 619.91 643.13
C993 993 631.60 620.96 643.09
C994 994 631.11 620.09 641.96
C995 995 632.12 621.90 642.94
C996 996 631.65 619.86 643.31
C997 997 631.35 620.84 642.48
C998 998 631.51 619.69 643.20
C999 999 631.27 621.81 641.86
